transaction_id,timestamp,timestamp_unix,amount,merchant_id,customer_id,account_created_at,account_created_unix,device_id,ip_id,payment_instrument_id,location,transaction_type,label,abuse_type,ring_id,is_fraud
tx_00000816,2026-08-01T11:25:36.973247,1785563736.973247,1832.64,merch_0029,cust_013430,2025-08-20T13:15:00.516565,1755675900.516565,dev_825778,ip_52903,card_650412,Ahmedabad,payment,legitimate,none,,0
tx_00000817,2026-08-01T11:25:55.541962,1785563755.541962,582.14,merch_0040,cust_012891,2025-08-02T16:06:03.849187,1754130963.849187,dev_107861,ip_26181,card_254980,Mumbai,payment,legitimate,none,,0
tx_00000818,2026-08-01T11:26:02.567291,1785563762.567291,67.34,merch_0014,cust_008706,2026-05-13T04:03:33.451228,1778625213.451228,dev_558027,ip_33030,card_834587,Pune,payment,legitimate,none,,0
tx_00000819,2026-08-01T11:26:04.733386,1785563764.733386,916.08,merch_0007,cust_013446,2026-04-21T21:46:26.204518,1776788186.204518,dev_880989,ip_25277,card_420603,Delhi NCR,payment,legitimate,none,,0
tx_00000820,2026-08-01T11:26:06.231021,1785563766.231021,1317.06,merch_0048,cust_004016,2026-03-11T06:27:12.543743,1773190632.543743,dev_390540,ip_11689,card_779615,Hyderabad,payment,legitimate,none,,0
tx_00000821,2026-08-01T11:26:24.951561,1785563784.951561,24352.65,merch_0024,cust_000452,2026-01-04T07:31:59.778281,1767492119.778281,dev_781281,ip_59902,card_130133,Jaipur,payment,legitimate,none,,0
tx_00000822,2026-08-01T11:26:29.970948,1785563789.970948,626.42,merch_0013,cust_006416,2026-03-14T13:25:03.814352,1773474903.814352,dev_887744,ip_96987,card_618310,Chennai,payment,legitimate,none,,0
tx_00000823,2026-08-01T11:26:47.790132,1785563807.790132,797.55,merch_0022,cust_005984,2025-11-24T18:50:16.902130,1763990416.90213,dev_718711,ip_15050,card_438399,Ahmedabad,payment,legitimate,none,,0
tx_00000824,2026-08-01T11:27:21.778348,1785563841.778348,2081.13,merch_0042,cust_014350,2026-02-10T20:55:21.561102,1770737121.561102,dev_790022,ip_89494,card_862779,Mumbai,payment,legitimate,none,,0
tx_00000825,2026-08-01T11:27:29.450044,1785563849.450044,655.17,merch_0005,cust_005328,2026-05-06T02:46:41.796148,1778015801.796148,dev_290421,ip_18851,card_982806,Bengaluru,payment,legitimate,none,,0
tx_00000826,2026-08-01T11:27:41.303567,1785563861.303567,441.54,merch_0019,cust_013246,2025-09-22T16:24:52.522813,1758538492.522813,dev_173386,ip_11089,card_245988,Mumbai,payment,legitimate,none,,0
tx_00000827,2026-08-01T11:28:10.274335,1785563890.274335,2267.24,merch_0015,cust_003448,2025-08-28T21:15:34.194177,1756395934.194177,dev_867433,ip_97991,card_113324,Chennai,payment,legitimate,none,,0
tx_00000828,2026-08-01T11:28:28.469232,1785563908.469232,685.86,merch_0018,cust_009242,2025-08-28T01:02:56.850193,1756323176.850193,dev_117308,ip_81104,card_822454,Ahmedabad,payment,legitimate,none,,0
tx_00000829,2026-08-01T11:28:28.767248,1785563908.767248,271.84,merch_0024,cust_014324,2026-02-12T13:32:08.002101,1770883328.002101,dev_116066,ip_72649,card_387379,Kochi,payment,legitimate,none,,0
tx_00000830,2026-08-01T11:28:35.326858,1785563915.326858,438.86,merch_0003,cust_012891,2025-08-02T16:06:03.849187,1754130963.849187,dev_107861,ip_26181,card_254980,Mumbai,payment,legitimate,none,,0
tx_00000831,2026-08-01T11:28:40.350141,1785563920.350141,523.04,merch_0047,cust_006275,2025-11-22T17:22:55.515356,1763812375.515356,dev_847621,ip_38868,card_505437,Chennai,payment,legitimate,none,,0
tx_00000832,2026-08-01T11:28:52.192175,1785563932.192175,134.72,merch_0045,cust_014224,2025-11-10T01:23:18.177098,1762717998.177098,dev_744640,ip_73607,card_888733,Kolkata,payment,legitimate,none,,0
tx_00000833,2026-08-01T11:28:56.520817,1785563936.520817,1245.47,merch_0027,cust_003522,2026-06-12T15:44:27.660470,1781259267.66047,dev_259512,ip_26537,card_737171,Chennai,payment,legitimate,none,,0
tx_00000834,2026-08-01T11:29:01.762402,1785563941.762402,385.16,merch_0022,cust_006951,2025-11-05T18:05:45.969331,1762346145.969331,dev_906075,ip_69096,card_265942,Hyderabad,payment,legitimate,none,,0
tx_00000835,2026-08-01T11:30:04.506713,1785564004.506713,1538.1,merch_0003,cust_009101,2026-04-18T08:11:23.928876,1776480083.928876,dev_559918,ip_34511,card_968116,Bengaluru,payment,legitimate,none,,0
tx_00000836,2026-08-01T11:30:30.999338,1785564030.999338,340.06,merch_0032,cust_005958,2025-11-17T12:38:29.238741,1763363309.238741,dev_331634,ip_98778,card_720184,Bengaluru,payment,legitimate,none,,0
tx_00000837,2026-08-01T11:30:31.245346,1785564031.245346,145.78,merch_0012,cust_007139,2026-01-30T02:46:27.902677,1769721387.902677,dev_218243,ip_78057,card_234790,Bengaluru,payment,legitimate,none,,0
tx_00000838,2026-08-01T11:30:36.299239,1785564036.299239,1585.87,merch_0026,cust_005973,2025-09-09T22:55:27.213368,1757438727.213368,dev_153238,ip_51197,card_228696,Delhi NCR,payment,legitimate,none,,0
tx_00000839,2026-08-01T11:31:03.156650,1785564063.15665,1684.15,merch_0046,cust_006304,2026-06-28T03:34:21.908848,1782597861.908848,dev_804239,ip_80806,card_671803,Pune,payment,legitimate,none,,0
tx_00000840,2026-08-01T11:31:31.535912,1785564091.535912,1084.82,merch_0006,cust_004622,2025-10-07T05:42:21.852275,1759795941.852275,dev_815063,ip_81094,card_271107,Bengaluru,payment,legitimate,none,,0
tx_00000841,2026-08-01T11:31:50.358815,1785564110.358815,678.68,merch_0011,cust_006720,2025-08-26T23:22:15.382496,1756230735.382496,dev_570653,ip_83658,card_803490,Chennai,payment,legitimate,none,,0
tx_00000842,2026-08-01T11:32:09.652240,1785564129.65224,348.38,merch_0046,cust_006992,2025-11-19T06:00:36.181138,1763512236.181138,dev_617133,ip_39018,card_813210,Mumbai,payment,legitimate,none,,0
tx_00000843,2026-08-01T11:32:11.126782,1785564131.126782,252.5,merch_0032,cust_001297,2025-11-21T08:08:20.954721,1763692700.954721,dev_471573,ip_84215,card_325375,Ahmedabad,payment,legitimate,none,,0
tx_00000844,2026-08-01T11:32:43.506133,1785564163.506133,210.46,merch_0036,cust_004854,2026-03-17T04:58:37.068292,1773703717.068292,dev_766288,ip_20731,card_626509,Hyderabad,payment,legitimate,none,,0
tx_00000845,2026-08-01T11:32:44.027789,1785564164.027789,212.73,merch_0043,cust_011404,2025-11-07T15:33:19.204939,1762509799.204939,dev_572210,ip_20413,card_347979,Mumbai,payment,legitimate,none,,0
tx_00000846,2026-08-01T11:32:46.841441,1785564166.841441,249.76,merch_0049,cust_004815,2026-04-29T13:46:00.110612,1777450560.110612,dev_488528,ip_14245,card_805829,Ahmedabad,payment,legitimate,none,,0
tx_00000847,2026-08-01T11:32:57.184591,1785564177.184591,58.12,merch_0021,cust_004799,2026-01-14T11:50:22.144592,1768371622.144592,dev_663895,ip_27374,card_702974,Kochi,payment,legitimate,none,,0
tx_00000848,2026-08-01T11:32:58.595399,1785564178.595399,421.79,merch_0025,cust_003229,2026-07-09T19:18:47.464322,1783604927.464322,dev_741172,ip_57107,card_428760,Hyderabad,payment,legitimate,none,,0
tx_00000849,2026-08-01T11:33:02.144398,1785564182.144398,337.65,merch_0044,cust_001219,2025-11-28T01:34:47.118685,1764273887.118685,dev_912758,ip_82572,card_888339,Hyderabad,payment,legitimate,none,,0
tx_00000850,2026-08-01T11:33:06.594422,1785564186.594422,418.82,merch_0035,cust_000928,2026-01-16T06:15:56.681299,1768524356.681299,dev_430048,ip_21541,card_336295,Mumbai,payment,legitimate,none,,0
tx_00000851,2026-08-01T11:33:18.204574,1785564198.204574,268.99,merch_0001,cust_008953,2026-02-08T18:33:48.042641,1770555828.042641,dev_962642,ip_46007,card_269522,Hyderabad,payment,legitimate,none,,0
tx_00000852,2026-08-01T11:33:45.066123,1785564225.066123,278.92,merch_0030,cust_012768,2025-10-01T19:09:23.465640,1759325963.46564,dev_752234,ip_15225,card_313271,Pune,payment,legitimate,none,,0
tx_00000853,2026-08-01T11:33:45.878071,1785564225.878071,265.29,merch_0031,cust_013484,2025-10-07T12:44:43.204859,1759821283.204859,dev_700983,ip_33318,card_712078,Kochi,payment,legitimate,none,,0
tx_00000854,2026-08-01T11:33:49.620067,1785564229.620067,914.01,merch_0039,cust_010483,2026-06-02T00:27:15.480383,1780340235.480383,dev_621016,ip_42143,card_171734,Jaipur,payment,legitimate,none,,0
tx_00000855,2026-08-01T11:34:04.626907,1785564244.626907,813.42,merch_0013,cust_013277,2025-11-15T11:08:55.203345,1763185135.203345,dev_851640,ip_28834,card_962669,Ahmedabad,payment,legitimate,none,,0
tx_00000856,2026-08-01T11:34:11.974694,1785564251.974694,652.07,merch_0027,cust_012402,2026-05-15T18:53:29.876017,1778851409.876017,dev_535468,ip_27976,card_317491,Kolkata,payment,legitimate,none,,0
tx_00000857,2026-08-01T11:34:12.460173,1785564252.460173,14083.29,merch_0025,cust_003328,2026-02-23T07:58:00.427718,1771813680.427718,dev_596047,ip_75209,card_713347,Mumbai,payment,legitimate,none,,0
tx_00000858,2026-08-01T11:34:38.214359,1785564278.214359,1053.71,merch_0035,cust_008351,2025-09-22T20:22:54.811471,1758552774.811471,dev_546226,ip_16682,card_216845,Hyderabad,payment,legitimate,none,,0
tx_00000859,2026-08-01T11:35:10.209645,1785564310.209645,741.59,merch_0048,cust_002491,2026-01-15T12:44:11.982559,1768461251.982559,dev_346336,ip_56364,card_979737,Bengaluru,payment,legitimate,none,,0
tx_00000860,2026-08-01T11:35:16.038591,1785564316.038591,240.08,merch_0033,cust_009775,2026-03-16T00:13:59.257227,1773600239.257227,dev_976471,ip_29560,card_958899,Kolkata,payment,legitimate,none,,0
tx_00000861,2026-08-01T11:35:27.763520,1785564327.76352,269.28,merch_0047,cust_008096,2025-08-26T02:49:20.190758,1756156760.190758,dev_346428,ip_37062,card_413253,Pune,payment,legitimate,none,,0
tx_00000862,2026-08-01T11:35:57.609432,1785564357.609432,164.96,merch_0042,cust_014893,2026-01-16T21:51:28.894374,1768580488.894374,dev_822409,ip_92118,card_249589,Ahmedabad,payment,legitimate,none,,0
tx_00000863,2026-08-01T11:36:21.802713,1785564381.802713,2955.6,merch_0047,cust_001153,2025-11-06T16:52:04.426321,1762428124.426321,dev_398662,ip_59474,card_504994,Ahmedabad,payment,legitimate,none,,0
tx_00000864,2026-08-01T11:36:29.048338,1785564389.048338,2649.8630744881057,merch_0013,cust_008290,2026-02-18T16:45:07.536573,1771413307.536573,dev_unfamiliar_55917,ip_84067,card_651731,Ahmedabad,payment,isolated_anomaly,none,,1
tx_00000865,2026-08-01T11:36:37.865630,1785564397.86563,352.06,merch_0038,cust_006104,2026-04-29T10:37:25.808690,1777439245.80869,dev_425551,ip_81184,card_701911,Mumbai,payment,legitimate,none,,0
tx_00000866,2026-08-01T11:36:44.988869,1785564404.988869,32980.12,merch_0045,cust_006346,2026-07-18T01:36:26.173776,1784318786.173776,dev_400755,ip_57215,card_600602,Pune,payment,legitimate,none,,0
tx_00000867,2026-08-01T11:36:51.442948,1785564411.442948,248.63,merch_0027,cust_002996,2025-11-17T06:29:23.333102,1763341163.333102,dev_941796,ip_59061,card_438487,Bengaluru,payment,legitimate,none,,0
tx_00000868,2026-08-01T11:36:53.841580,1785564413.84158,1486.95,merch_0027,cust_004711,2025-08-12T03:06:29.293564,1754948189.293564,dev_253033,ip_76039,card_365024,Bengaluru,payment,legitimate,none,,0
tx_00000869,2026-08-01T11:37:12.837545,1785564432.837545,263.72,merch_0010,cust_011417,2026-06-12T18:37:57.250846,1781269677.250846,dev_189144,ip_54205,card_748432,Pune,payment,legitimate,none,,0
tx_00000870,2026-08-01T11:37:46.308649,1785564466.308649,141.15,merch_0034,cust_007146,2026-01-30T02:57:06.765605,1769722026.765605,dev_694157,ip_47867,card_700857,Pune,payment,legitimate,none,,0
tx_00000871,2026-08-01T11:38:23.342862,1785564503.342862,633.07,merch_0007,cust_002390,2026-01-28T07:25:16.884087,1769565316.884087,dev_531594,ip_57320,card_333242,Bengaluru,payment,legitimate,none,,0
tx_00000872,2026-08-01T11:38:31.111807,1785564511.111807,111.99,merch_0013,cust_010908,2025-09-21T03:51:46.252972,1758406906.252972,dev_658585,ip_21520,card_845412,Pune,payment,legitimate,none,,0
tx_00000873,2026-08-01T11:38:49.628052,1785564529.628052,214.78,merch_0039,cust_005301,2025-11-26T15:47:10.702655,1764152230.702655,dev_319791,ip_29878,card_993007,Jaipur,payment,legitimate,none,,0
tx_00000874,2026-08-01T11:39:08.476368,1785564548.476368,244.67,merch_0029,cust_000776,2026-07-09T12:00:07.290479,1783578607.290479,dev_737937,ip_97787,card_729930,Pune,payment,legitimate,none,,0
tx_00000875,2026-08-01T11:39:20.403901,1785564560.403901,500.58,merch_0018,cust_007737,2026-06-01T13:51:44.409169,1780302104.409169,dev_977964,ip_87611,card_998141,Jaipur,payment,legitimate,none,,0
tx_00000876,2026-08-01T11:39:21.779758,1785564561.779758,11886.966629244886,merch_0046,cust_004656,2025-10-02T13:01:40.064142,1759390300.064142,dev_unfamiliar_45618,ip_28319,card_253937,Mumbai,payment,isolated_anomaly,none,,1
tx_00000877,2026-08-01T11:39:33.726702,1785564573.726702,233.79,merch_0043,cust_005349,2025-10-29T01:36:33.048645,1761681993.048645,dev_602345,ip_69967,card_320520,Kolkata,payment,legitimate,none,,0
tx_00000878,2026-08-01T11:39:35.174936,1785564575.174936,2747.46,merch_0023,cust_000286,2026-03-26T13:49:57.893873,1774513197.893873,dev_444578,ip_23782,card_195181,Kolkata,payment,legitimate,none,,0
tx_00000879,2026-08-01T11:40:20.536601,1785564620.536601,1296.87,merch_0024,cust_013811,2025-10-28T22:59:35.942708,1761672575.942708,dev_783869,ip_48703,card_100677,Ahmedabad,payment,legitimate,none,,0
tx_00000880,2026-08-01T11:40:40.886744,1785564640.886744,205.25,merch_0014,cust_003616,2025-12-15T16:29:23.994842,1765796363.994842,dev_991804,ip_95840,card_204783,Kochi,payment,legitimate,none,,0
tx_00000881,2026-08-01T11:40:46.353492,1785564646.353492,377.37,merch_0013,cust_008920,2026-01-03T14:38:10.678283,1767431290.678283,dev_855080,ip_16869,card_852227,Chennai,payment,legitimate,none,,0
tx_00000882,2026-08-01T11:41:10.458026,1785564670.458026,445.68,merch_0003,cust_005326,2026-03-14T08:12:32.548879,1773456152.548879,dev_589645,ip_36002,card_461258,Delhi NCR,payment,legitimate,none,,0
tx_00000883,2026-08-01T11:41:11.450705,1785564671.450705,764.49,merch_0029,cust_012433,2025-10-06T01:13:28.534602,1759693408.534602,dev_486087,ip_35839,card_533164,Kolkata,payment,legitimate,none,,0
tx_00000884,2026-08-01T11:41:25.660664,1785564685.660664,216.38,merch_0001,cust_012485,2026-03-13T05:22:30.113710,1773359550.11371,dev_602216,ip_83148,card_900362,Kochi,payment,legitimate,none,,0
tx_00000885,2026-08-01T11:42:01.748223,1785564721.748223,201.22,merch_0017,cust_006468,2025-08-22T13:59:02.274679,1755851342.274679,dev_660626,ip_22758,card_132231,Bengaluru,payment,legitimate,none,,0
tx_00000886,2026-08-01T11:42:08.994446,1785564728.994446,542.77,merch_0031,cust_007307,2026-06-07T08:11:39.472121,1780800099.472121,dev_569346,ip_11843,card_139388,Chennai,payment,legitimate,none,,0
tx_00000887,2026-08-01T11:42:32.310433,1785564752.310433,384.98,merch_0049,cust_003200,2026-02-15T12:10:28.521927,1771137628.521927,dev_945331,ip_37702,card_441429,Chennai,payment,legitimate,none,,0
tx_00000888,2026-08-01T11:42:32.343197,1785564752.343197,467.96,merch_0028,cust_004197,2025-10-01T18:25:44.127925,1759323344.127925,dev_360685,ip_72705,card_919262,Pune,payment,legitimate,none,,0
tx_00000889,2026-08-01T11:43:00.323651,1785564780.323651,488.19,merch_0028,cust_003366,2025-09-12T07:30:47.103658,1757642447.103658,dev_867067,ip_86329,card_597317,Hyderabad,payment,legitimate,none,,0
tx_00000890,2026-08-01T11:43:04.950976,1785564784.950976,301.28,merch_0010,cust_005865,2025-09-06T11:39:49.155403,1757138989.155403,dev_367220,ip_36190,card_824959,Hyderabad,payment,legitimate,none,,0
tx_00000891,2026-08-01T11:43:07.725744,1785564787.725744,183.07,merch_0015,cust_007252,2025-12-28T12:11:50.875560,1766904110.87556,dev_894129,ip_17665,card_262890,Bengaluru,payment,legitimate,none,,0
tx_00000892,2026-08-01T11:43:27.152717,1785564807.152717,660.06,merch_0009,cust_010324,2025-12-24T23:51:52.009877,1766600512.009877,dev_879500,ip_86623,card_948109,Hyderabad,payment,legitimate,none,,0
tx_00000893,2026-08-01T11:43:39.383108,1785564819.383108,75.56,merch_0010,cust_012251,2025-12-09T23:30:19.669590,1765303219.66959,dev_544203,ip_38428,card_409251,Jaipur,payment,legitimate,none,,0
tx_00000894,2026-08-01T11:44:58.624603,1785564898.624603,254.38,merch_0031,cust_003292,2026-04-21T13:33:56.903434,1776758636.903434,dev_735111,ip_64093,card_240325,Bengaluru,payment,legitimate,none,,0
tx_00000895,2026-08-01T11:45:19.297015,1785564919.297015,462.21,merch_0045,cust_005765,2026-05-21T10:43:55.645103,1779340435.645103,dev_976649,ip_32269,card_474048,Hyderabad,payment,legitimate,none,,0
tx_00000896,2026-08-01T11:45:40.608210,1785564940.60821,1614.39,merch_0043,cust_002722,2026-02-24T07:07:09.598166,1771897029.598166,dev_213125,ip_32528,card_403309,Hyderabad,payment,legitimate,none,,0
tx_00000897,2026-08-01T11:45:59.114518,1785564959.114518,469.97,merch_0030,cust_011891,2025-10-09T16:38:01.844162,1760008081.844162,dev_409291,ip_83979,card_348683,Jaipur,payment,legitimate,none,,0
tx_00000898,2026-08-01T11:46:13.137923,1785564973.137923,24930.99,merch_0013,cust_003194,2025-10-29T22:51:25.940902,1761758485.940902,dev_485163,ip_25893,card_116433,Mumbai,payment,legitimate,none,,0
tx_00000899,2026-08-01T11:47:14.880326,1785565034.880326,241.9,merch_0036,cust_007937,2026-04-04T00:36:17.968398,1775243177.968398,dev_310146,ip_29230,card_171216,Delhi NCR,payment,legitimate,none,,0
tx_00000900,2026-08-01T11:47:20.594012,1785565040.594012,356.14,merch_0022,cust_004912,2025-09-18T14:14:59.814199,1758185099.814199,dev_461760,ip_58452,card_622157,Kolkata,payment,legitimate,none,,0
tx_00000901,2026-08-01T11:47:23.846798,1785565043.846798,1065.63,merch_0015,cust_012066,2026-06-18T11:39:46.562609,1781762986.562609,dev_106325,ip_80768,card_894917,Chennai,payment,legitimate,none,,0
tx_00000902,2026-08-01T11:47:23.939608,1785565043.939608,607.5,merch_0032,cust_009750,2026-02-01T05:54:48.634280,1769905488.63428,dev_322813,ip_39874,card_648056,Kolkata,payment,legitimate,none,,0
tx_00000903,2026-08-01T11:47:41.294927,1785565061.294927,328.28,merch_0016,cust_001747,2025-09-22T18:59:58.327560,1758547798.32756,dev_359170,ip_64344,card_110428,Kochi,payment,legitimate,none,,0
tx_00000904,2026-08-01T11:47:57.442701,1785565077.442701,2339.41,merch_0022,cust_000031,2025-12-21T14:56:52.388291,1766309212.388291,dev_114293,ip_75436,card_949317,Delhi NCR,payment,legitimate,none,,0
tx_00000905,2026-08-01T11:48:00.365958,1785565080.365958,13048.18,merch_0045,cust_005200,2026-06-14T23:44:01.276642,1781460841.276642,dev_693002,ip_40287,card_706312,Chennai,payment,legitimate,none,,0
tx_00000906,2026-08-01T11:48:17.122583,1785565097.122583,91.52,merch_0042,cust_002919,2026-04-08T02:08:10.134533,1775594290.134533,dev_345511,ip_48136,card_397379,Pune,payment,legitimate,none,,0
tx_00000907,2026-08-01T11:48:21.067666,1785565101.067666,20555.02,merch_0045,cust_004727,2026-04-13T15:24:09.210922,1776074049.210922,dev_298130,ip_29251,card_493764,Bengaluru,payment,legitimate,none,,0
tx_00000908,2026-08-01T11:48:36.745256,1785565116.745256,505.28,merch_0012,cust_011985,2025-10-05T16:33:51.386142,1759662231.386142,dev_770234,ip_18447,card_577745,Kochi,payment,legitimate,none,,0
tx_00000909,2026-08-01T11:48:45.466358,1785565125.466358,217.62,merch_0000,cust_013444,2025-09-22T01:52:25.748630,1758486145.74863,dev_741239,ip_24027,card_171189,Hyderabad,payment,legitimate,none,,0
tx_00000910,2026-08-01T11:49:02.145462,1785565142.145462,482.02,merch_0034,cust_004088,2026-06-30T06:33:28.386567,1782781408.386567,dev_216964,ip_18470,card_434219,Delhi NCR,payment,legitimate,none,,0
tx_00000911,2026-08-01T11:49:02.996236,1785565142.996236,210.1,merch_0021,cust_012144,2026-06-26T11:52:36.870636,1782454956.870636,dev_671915,ip_22639,card_657267,Ahmedabad,payment,legitimate,none,,0
tx_00000912,2026-08-01T11:49:15.698343,1785565155.698343,646.16,merch_0030,cust_003294,2026-05-12T21:50:28.532449,1778602828.532449,dev_973648,ip_45275,card_715407,Ahmedabad,payment,legitimate,none,,0
tx_00000913,2026-08-01T11:49:25.849415,1785565165.849415,198.61,merch_0015,cust_008435,2025-10-01T04:01:00.222389,1759271460.222389,dev_424850,ip_49341,card_544816,Ahmedabad,payment,legitimate,none,,0
tx_00000914,2026-08-01T11:49:29.410098,1785565169.410098,243.59,merch_0000,cust_008726,2026-04-18T08:30:12.926966,1776481212.926966,dev_600573,ip_14155,card_162223,Hyderabad,payment,legitimate,none,,0
tx_00000915,2026-08-01T11:49:31.052749,1785565171.052749,190.79,merch_0001,cust_004333,2026-05-01T10:21:15.454603,1777611075.454603,dev_496124,ip_80365,card_607684,Kolkata,payment,legitimate,none,,0
tx_00000916,2026-08-01T11:49:31.609311,1785565171.609311,696.98,merch_0011,cust_005980,2026-04-05T20:23:11.896454,1775400791.896454,dev_422278,ip_39315,card_281901,Bengaluru,payment,legitimate,none,,0
tx_00000917,2026-08-01T11:49:43.363219,1785565183.363219,815.32,merch_0001,cust_010869,2025-09-20T14:47:24.126687,1758359844.126687,dev_954249,ip_21383,card_448712,Bengaluru,payment,legitimate,none,,0
tx_00000918,2026-08-01T11:50:32.898086,1785565232.898086,368.91,merch_0042,cust_013544,2026-05-07T12:03:21.866721,1778135601.866721,dev_624275,ip_22794,card_127035,Delhi NCR,payment,legitimate,none,,0
tx_00000919,2026-08-01T11:50:37.022300,1785565237.0223,1335.01,merch_0025,cust_007547,2026-02-07T22:11:47.660476,1770482507.660476,dev_715506,ip_55529,card_814776,Mumbai,payment,legitimate,none,,0
tx_00000920,2026-08-01T11:50:45.394031,1785565245.394031,282.87,merch_0039,cust_002309,2025-12-16T15:47:09.684384,1765880229.684384,dev_327324,ip_30710,card_729734,Chennai,payment,legitimate,none,,0
tx_00000921,2026-08-01T11:51:40.088150,1785565300.08815,1668.43,merch_0040,cust_012408,2026-02-19T18:59:49.997186,1771507789.997186,dev_482815,ip_41787,card_143596,Hyderabad,payment,legitimate,none,,0
tx_00000922,2026-08-01T11:51:54.654953,1785565314.654953,391.67,merch_0008,cust_013182,2025-12-31T06:27:14.747697,1767142634.747697,dev_912767,ip_46984,card_366431,Delhi NCR,payment,legitimate,none,,0
tx_00000923,2026-08-01T11:52:02.213796,1785565322.213796,1138.7,merch_0002,cust_002250,2026-03-25T12:24:02.633229,1774421642.633229,dev_668026,ip_84889,card_477594,Kochi,payment,legitimate,none,,0
tx_00000924,2026-08-01T11:52:52.037071,1785565372.037071,1103.39,merch_0005,cust_006781,2026-07-11T23:11:09.849959,1783791669.849959,dev_539927,ip_18120,card_397769,Bengaluru,payment,legitimate,none,,0
tx_00000925,2026-08-01T11:55:15.050219,1785565515.050219,441.39,merch_0022,cust_002279,2025-09-28T07:31:28.740852,1759024888.740852,dev_716226,ip_54163,card_741974,Hyderabad,payment,legitimate,none,,0
tx_00000926,2026-08-01T11:55:21.106202,1785565521.106202,272.35,merch_0005,cust_014176,2025-10-13T02:57:46.398308,1760304466.398308,dev_300363,ip_13182,card_943466,Ahmedabad,payment,legitimate,none,,0
tx_00000927,2026-08-01T11:56:03.389061,1785565563.389061,16780.03,merch_0004,cust_002560,2025-12-01T02:31:46.377765,1764536506.377765,dev_905198,ip_72575,card_376183,Delhi NCR,payment,legitimate,none,,0
tx_00000928,2026-08-01T11:56:45.636410,1785565605.63641,1208.55,merch_0010,cust_008358,2026-04-21T06:23:31.954986,1776732811.954986,dev_242851,ip_48868,card_665982,Delhi NCR,payment,legitimate,none,,0
tx_00000929,2026-08-01T11:57:07.197030,1785565627.19703,204.28,merch_0031,cust_010619,2026-02-11T02:20:42.702451,1770756642.702451,dev_665163,ip_67706,card_358251,Kolkata,payment,legitimate,none,,0
tx_00000930,2026-08-01T11:57:09.093850,1785565629.09385,572.27,merch_0002,cust_012765,2026-02-22T18:25:33.954294,1771764933.954294,dev_889893,ip_49992,card_511098,Delhi NCR,payment,legitimate,none,,0
tx_00000931,2026-08-01T11:57:27.574041,1785565647.574041,224.59,merch_0038,cust_014252,2025-11-01T04:42:10.365021,1761952330.365021,dev_119553,ip_11225,card_955265,Mumbai,payment,legitimate,none,,0
tx_00000932,2026-08-01T11:57:37.748529,1785565657.748529,227.31,merch_0005,cust_004221,2026-04-30T13:17:53.562852,1777535273.562852,dev_797183,ip_89436,card_126055,Delhi NCR,payment,legitimate,none,,0
tx_00000933,2026-08-01T11:57:43.080691,1785565663.080691,643.3,merch_0030,cust_008546,2026-05-19T14:55:14.785532,1779182714.785532,dev_910787,ip_24751,card_272458,Pune,payment,legitimate,none,,0
tx_00000934,2026-08-01T11:57:49.275921,1785565669.275921,448.79,merch_0025,cust_014603,2026-06-10T00:11:50.387927,1781030510.387927,dev_484512,ip_71487,card_892758,Mumbai,payment,legitimate,none,,0
tx_00000935,2026-08-01T11:57:50.126677,1785565670.126677,10076.786695530855,merch_0019,cust_005855,2026-01-18T06:45:59.208406,1768698959.208406,dev_unfamiliar_54015,ip_18312,card_141337,Kolkata,payment,isolated_anomaly,none,,1
tx_00000936,2026-08-01T11:58:21.666365,1785565701.666365,154.43,merch_0035,cust_012001,2026-03-31T01:03:42.639956,1774899222.639956,dev_534691,ip_80519,card_732093,Kochi,payment,legitimate,none,,0
tx_00000937,2026-08-01T11:58:23.243954,1785565703.243954,324.26,merch_0032,cust_005158,2025-09-14T10:22:44.015491,1757825564.015491,dev_973612,ip_66256,card_356728,Chennai,payment,legitimate,none,,0
tx_00000938,2026-08-01T11:58:34.373514,1785565714.373514,1218.05,merch_0030,cust_001870,2025-08-21T22:15:33.083925,1755794733.083925,dev_734215,ip_75783,card_830398,Kochi,payment,legitimate,none,,0
tx_00000939,2026-08-01T11:58:46.757983,1785565726.757983,14940.96,merch_0032,cust_009525,2026-01-24T23:59:57.363532,1769279397.363532,dev_790218,ip_72074,card_340038,Chennai,payment,legitimate,none,,0
tx_00000940,2026-08-01T11:58:53.472609,1785565733.472609,360.54,merch_0022,cust_012415,2026-04-15T09:23:44.174296,1776225224.174296,dev_750371,ip_76652,card_771312,Mumbai,payment,legitimate,none,,0
tx_00000941,2026-08-01T11:59:01.804158,1785565741.804158,18260.17,merch_0049,cust_005230,2025-11-08T10:25:24.882596,1762577724.882596,dev_773316,ip_66570,card_314140,Bengaluru,payment,legitimate,none,,0
tx_00000942,2026-08-01T11:59:07.358143,1785565747.358143,567.94,merch_0038,cust_009212,2025-09-21T13:29:25.757109,1758441565.757109,dev_410171,ip_84999,card_599025,Chennai,payment,legitimate,none,,0
tx_00000943,2026-08-01T11:59:12.833188,1785565752.833188,252.71,merch_0017,cust_010291,2026-03-11T15:20:25.412271,1773222625.412271,dev_266073,ip_29759,card_667676,Hyderabad,payment,legitimate,none,,0
